issue_number,OriginationPhase,DetectionPhase,Category,Priority,Status,created_at,closed_at,Author
14258,Design,Coding,Inquiry,High,inProgress,2/27/2020,3/23/2020,"Corwin, Dameon"
14259,Coding,Testing,Bug,Low,Rejected,2/28/2020,,"Ernser, Keven"
14260,Testing,Field,Enhancement,Medium,Completed,3/1/2020,,"Stokes, Mitchel"
14261,Requirements,Design,Inquiry,Low,pendingReview,3/2/2020,3/26/2020,"Marks, Perry"
14262,Testing,Field,Bug,Medium,inProgress,3/3/2020,,"Hegmann, Justyn"
14263,Documentation,Field,Enhancement,Major,Completed,3/4/2020,3/28/2020,"Moen, Moriah"
14264,Design,Coding,Inquiry,Critical,pendingReview,3/5/2020,3/29/2020,"Hodkiewicz, Amelie"
14265,Testing,Field,Bug,High,inProgress,3/6/2020,3/30/2020,"Gorczany, Katlyn"
14266,Documentation,Field,Inquiry,Low,Completed,3/4/2020,3/15/2020,"Erdman, Ressie"
14267,Design,Coding,Bug,Medium,inProgress,3/5/2020,3/16/2020,"Hessel, Cesar"
14268,Coding,Testing,Enhancement,Major,Completed,3/6/2020,3/17/2020,"Zemlak, Christophe"
14269,Design,Coding,Inquiry,High,Rejected,3/7/2020,,"Yost, Erica"
14270,Coding,Testing,Bug,Medium,Completed,3/8/2020,3/19/2020,"Botsford, Maximo"
14271,Testing,Field,Enhancement,Major,pendingReview,3/9/2020,3/10/2020,"Halvorson, Jaron"
14272,Design,Testing,Bug,High,Completed,3/10/2020,,"Mann, Emilia"
14273,Testing,Field,Bug,Medium,Completed,3/11/2020,3/12/2020,"Flatley, Fabian"
14274,Documentation,Field,Enhancement,Major,pendingReview,3/12/2020,3/13/2020,"Stokes, Mitchel"
14275,Design,Coding,Inquiry,High,inProgress,10/13/2020,11/4/2020,"Senger, Darrin"
14276,Coding,Testing,Bug,Low,Completed,10/14/2020,11/5/2020,"Casper, Vena"
14277,Design,Coding,Inquiry,High,inProgress,10/15/2020,11/6/2020,"Erdman, Ressie"
14278,Coding,Testing,Bug,Low,Completed,10/16/2020,11/7/2020,"Kunde, Nathan"
14279,Testing,Field,Enhancement,Medium,Completed,10/17/2020,11/8/2020,"Kutch, Augusta"
14280,Design,Testing,Inquiry,Low,Approved,10/18/2020,11/9/2020,"Klein, Meaghan"
14281,Coding,Testing,Bug,Medium,inProgress,10/19/2020,11/10/2020,"Ledner, Piper"
14282,Testing,Field,Enhancement,Major,Rejected,10/20/2020,11/11/2020,"Goyette, Abelardo"
14283,Design,Testing,Inquiry,Critical,Completed,10/21/2020,11/12/2020,"Lueilwitz, Wellington"
14284,Requirements,Coding,Enhancement,Medium,pendingReview,10/22/2020,11/13/2020,"Sporer, Kamryn"
14285,Requirements,Design,Inquiry,Critical,Approved,2/28/2020,,"Keebler, Camylle"
14286,Testing,Field,Bug,Medium,Rejected,3/1/2020,,"McDermott, Jamil"
14287,Documentation,Field,Enhancement,Major,Completed,3/2/2020,3/3/2020,"Hessel, Cesar"
14288,Design,Testing,Inquiry,Low,pendingReview,3/3/2020,,"Lebsack, Hershel"
14289,Requirements,Design,Bug,Medium,Approved,3/4/2020,3/15/2020,"Stokes, Mitchel"
14290,Testing,Field,Enhancement,Major,inProgress,3/5/2020,3/16/2020,"Goodwin, Kylee"
14291,Documentation,Field,Inquiry,High,Rejected,3/6/2020,,"Rolfson, Rosendo"
14292,Design,Testing,Bug,Low,Completed,3/7/2020,,"Marks, Reba"
14293,Requirements,Coding,Inquiry,High,pendingReview,3/8/2020,3/19/2020,"Abshire, Giles"
14294,Requirements,Design,Inquiry,Low,inProgress,3/9/2020,3/10/2020,"Hessel, Cesar"
14295,Testing,Field,Bug,Medium,Completed,3/10/2020,,"Casper, Vena"
14296,Documentation,Field,Enhancement,Major,pendingReview,3/11/2020,,"Larkin, Camilla"
14297,Design,Coding,Inquiry,Critical,inProgress,3/12/2020,3/13/2020,"Bashirian, Erik"
14298,Requirements,Testing,Inquiry,High,Completed,2/13/2020,3/7/2020,"Paucek, Gayle"
14299,Testing,Field,Bug,Low,pendingReview,1/5/2020,,"Marquardt, Fiona"
14300,Documentation,Field,Enhancement,Medium,inProgress,1/6/2020,,"Turcotte, Lavina"
14301,Design,Coding,Inquiry,Low,Completed,1/7/2020,,"Kutch, Augusta"
14302,Coding,Testing,Bug,Medium,pendingReview,1/8/2020,4/5/2020,"Crona, Joyce"
14303,Design,Coding,Enhancement,Major,inProgress,1/9/2020,4/13/2020,"Kuhic, Durward"
14304,Coding,Testing,Inquiry,Critical,Completed,1/10/2020,,"Halvorson, Jaron"
14305,Testing,Field,Enhancement,Medium,inProgress,1/11/2020,,"Murphy, Jamel"
14306,Design,Testing,Inquiry,Critical,pendingReview,1/12/2020,2/15/2020,"Lynch, Clint"
14307,Requirements,Coding,Bug,Medium,Completed,1/13/2020,,"Fay, Johann"
14308,Requirements,Design,Enhancement,Major,Completed,1/14/2020,,"Sauer, Yadira"
14309,Testing,Field,Inquiry,Low,Completed,1/15/2020,2/18/2020,"Ernser, Keven"
14310,Documentation,Field,Bug,Medium,Rejected,1/16/2020,,"Bailey, Clinton"
14311,Design,Testing,Enhancement,Major,Rejected,1/17/2020,3/20/2020,"Goyette, Abelardo"
14312,Requirements,Design,Inquiry,High,Rejected,1/18/2020,3/21/2020,"Turcotte, Lavina"
14313,Testing,Field,Bug,Low,Completed,1/19/2020,,"Senger, Darrin"
14314,Documentation,Field,Inquiry,High,Completed,1/20/2020,,"Gutmann, Kaylie"
14315,Design,Testing,Inquiry,Low,inProgress,1/21/2020,,"Ward, Daren"
14316,Requirements,Coding,Bug,Medium,Approved,1/22/2020,,"Paucek, Gayle"
14317,Requirements,Design,Enhancement,Major,inProgress,3/2/2020,,"Sporer, Kamryn"
14318,Testing,Field,Inquiry,Critical,Rejected,3/3/2020,,"Stokes, Mitchel"
14319,Documentation,Field,Bug,High,Completed,2/27/2020,,"Runolfsdottir, Heaven"
14320,Design,Coding,Inquiry,Low,pendingReview,2/28/2020,,"Marks, Perry"
14321,Testing,Field,Bug,Medium,inProgress,3/1/2020,,"Gutmann, Kaylie"
14322,Documentation,Field,Enhancement,Major,pendingReview,3/2/2020,3/3/2020,"Stokes, Mitchel"
14323,Design,Coding,Inquiry,High,inProgress,3/3/2020,,"Brakus, Marco"
14324,Coding,Testing,Bug,High,Completed,3/4/2020,3/15/2020,"Gerhold, Vicky"
14325,Design,Coding,Bug,Medium,inProgress,3/5/2020,3/16/2020,"Kuhic, Durward"
14326,Coding,Testing,Inquiry,Low,pendingReview,3/6/2020,,"Konopelski, Valentina"
14327,Testing,Field,Bug,Medium,pendingReview,3/7/2020,,"Medhurst, Cordelia"
14328,Design,Testing,Enhancement,Major,Completed,3/8/2020,3/19/2020,"Ferry, Lilly"
14329,Testing,Field,Inquiry,High,Completed,3/9/2020,3/10/2020,"Dietrich, Thurman"
14330,Documentation,Field,Inquiry,High,Completed,5/10/2020,,"Crona, Joyce"
14331,Design,Coding,Bug,Critical,Completed,5/11/2020,,"Hegmann, Lazaro"
14332,Coding,Testing,Enhancement,High,Completed,5/12/2020,5/13/2020,"Klein, Meaghan"
14333,Design,Coding,Inquiry,Low,Completed,5/13/2020,5/14/2020,"Marks, Reba"
14334,Testing,Field,Bug,High,pendingReview,5/14/2020,,"Halvorson, Jaron"
14335,Documentation,Field,Enhancement,Major,pendingReview,5/15/2020,,"Mann, Emilia"
14336,Design,Coding,Inquiry,High,Completed,5/16/2020,,"Mraz, Sonia"
14337,Coding,Testing,Bug,Low,Rejected,5/17/2020,5/25/2020,"Klein, Meaghan"
14338,Design,Coding,Enhancement,Medium,Rejected,5/18/2020,5/26/2020,"Gerhold, Vicky"
14339,Coding,Testing,Inquiry,Critical,Completed,5/19/2020,,"Corwin, Dameon"
14340,Testing,Field,Bug,High,Completed,5/20/2020,,"Sauer, Yadira"
14341,Design,Testing,Inquiry,Low,Completed,5/21/2020,5/25/2020,"Murphy, Jamel"
14342,Requirements,Coding,Bug,Medium,Completed,5/22/2020,5/26/2020,"Yost, Erica"
14343,Requirements,Design,Enhancement,Major,Completed,5/23/2020,,"Abshire, Giles"
14344,Testing,Field,Inquiry,High,inProgress,5/24/2020,,"Stehr, Fredy"
14345,Documentation,Field,Bug,Low,Completed,5/25/2020,6/3/2020,"Hauck, Jeffery"
14346,Design,Testing,Inquiry,High,Rejected,5/26/2020,,"Jacobs, Terrell"
14347,Requirements,Design,Bug,Low,Rejected,5/27/2020,6/5/2020,"Medhurst, Cordelia"
14348,Testing,Field,Enhancement,Medium,Rejected,5/28/2020,6/6/2020,"Casper, Vena"
14349,Documentation,Field,Inquiry,Critical,Rejected,3/6/2020,,"Botsford, Maximo"
14350,Design,Testing,Bug,High,Completed,3/7/2020,,"Glover, Louvenia"
14351,Requirements,Coding,Inquiry,Low,pendingReview,3/8/2020,3/19/2020,"O'Connell, Vladimir"
14352,Requirements,Design,Bug,Medium,Approved,3/9/2020,3/10/2020,"Runolfsdottir, Heaven"
14353,Testing,Field,Inquiry,Major,inProgress,3/10/2020,,"O'Connell, Vladimir"
14354,Documentation,Field,Enhancement,High,Rejected,3/11/2020,,"Jast, Armani"
14355,Design,Coding,Inquiry,Low,Completed,3/12/2020,3/13/2020,"Rempel, Loma"
14356,Requirements,Testing,Bug,Medium,pendingReview,11/13/2020,11/17/2020,"Kub, Norval"
14357,Testing,Field,Enhancement,Major,inProgress,11/14/2020,,"Wiza, Madyson"
14358,Documentation,Field,Inquiry,Critical,Completed,11/15/2020,,"Stark, Scottie"
14359,Design,Coding,Bug,High,pendingReview,11/16/2020,,"McClure, Laurie"
14360,Coding,Testing,Inquiry,Low,Completed,11/17/2020,11/21/2020,"Herzog, Valentine"
14361,Design,Coding,Bug,Medium,Completed,11/18/2020,11/22/2020,"Bruen, Aisha"
14362,Coding,Testing,Enhancement,Major,pendingReview,11/19/2020,11/23/2020,"Feeney, Vivien"
14363,Testing,Field,Inquiry,High,inProgress,11/20/2020,11/24/2020,"Bosco, Alvina"
14364,Design,Testing,Bug,High,Completed,11/21/2020,11/25/2020,"Baumbach, Jayne"
14365,Requirements,Coding,Bug,Medium,inProgress,11/22/2020,11/26/2020,"Corkery, Ronny"
14366,Requirements,Design,Enhancement,Major,Completed,11/23/2020,11/27/2020,"Hoppe, Marcelo"
14367,Testing,Field,Inquiry,High,Completed,11/24/2020,11/28/2020,"Wehner, Eula"
14368,Documentation,Field,Enhancement,Medium,Rejected,11/25/2020,,"Rath, Evie"
14369,Design,Testing,Inquiry,Critical,Completed,11/26/2020,11/30/2020,"Schiller, Gracie"
14370,Requirements,Design,Bug,Critical,pendingReview,11/27/2020,12/1/2020,"Gleichner, Nigel"
14371,Testing,Field,Inquiry,Low,Approved,11/28/2020,12/2/2020,"Barton, Mathias"
14372,Documentation,Field,Bug,Medium,Completed,2/28/2020,,"Moore, Jules"
14373,Design,Testing,Inquiry,Major,Approved,7/1/2020,,"Strosin, Domenic"
14374,Requirements,Coding,Enhancement,High,Completed,7/2/2020,7/26/2020,"Mitchell, Ronny"
14375,Requirements,Design,Inquiry,Low,Completed,7/3/2020,,"McClure, Laurie"
14376,Testing,Field,Inquiry,Medium,Completed,7/4/2020,7/28/2020,"McClure, Laurie"
14377,Documentation,Field,Inquiry,Major,Completed,7/5/2020,7/29/2020,"Haag, Alford"
14378,Design,Coding,Inquiry,Critical,pendingReview,7/6/2020,7/30/2020,"Howell, Daija"
14379,Testing,Field,Inquiry,High,inProgress,7/7/2020,7/31/2020,"Schiller, Gracie"
14380,Documentation,Field,Inquiry,Low,Completed,7/8/2020,8/1/2020,"Will, Stacey"
14381,Design,Coding,Bug,Medium,inProgress,7/9/2020,8/2/2020,"McClure, Laurie"
14382,Coding,Testing,Enhancement,Major,Rejected,7/10/2020,,"Quitzon, Tanya"
14383,Design,Coding,Inquiry,Low,Completed,7/11/2020,8/4/2020,"McClure, Sammy"
14384,Testing,Field,Bug,Medium,pendingReview,7/12/2020,8/5/2020,"Okuneva, Rylee"
14385,Design,Testing,Enhancement,Major,Approved,7/13/2020,,"Kessler, Aditya"
14386,Testing,Field,Inquiry,High,inProgress,7/14/2020,8/7/2020,"Bruen, Margie"
14387,Documentation,Field,Bug,Low,Rejected,7/15/2020,8/8/2020,"Lesch, Sid"
14388,Design,Coding,Inquiry,High,Completed,7/16/2020,8/9/2020,"Nolan, Clinton"
14389,Coding,Testing,Bug,High,pendingReview,7/17/2020,,"Kessler, Aditya"
14390,Design,Coding,Enhancement,High,inProgress,7/18/2020,8/11/2020,"Hermann, Yasmine"
14391,Coding,Testing,Inquiry,High,Completed,7/19/2020,,"Blanda, Esmeralda"
14392,Testing,Field,Bug,Medium,Completed,7/20/2020,8/13/2020,"Stracke, Nels"
14393,Design,Testing,Enhancement,Major,Rejected,7/21/2020,8/14/2020,"Kulas, Kelton"
14394,Coding,Testing,Inquiry,High,Completed,7/22/2020,,"Feeney, Vivien"
14395,Testing,Field,Bug,Low,Rejected,7/23/2020,,"Kozey, Gregory"
14396,Design,Testing,Inquiry,High,pendingReview,7/24/2020,8/17/2020,"Mante, Aryanna"
14397,Requirements,Coding,Bug,Low,Completed,7/25/2020,8/18/2020,"Stark, Scottie"
14398,Requirements,Design,Enhancement,Medium,Completed,2/28/2020,,"Okuneva, Rylee"
14399,Testing,Field,Inquiry,Critical,Completed,3/1/2020,,"Mante, Aryanna"
14400,Documentation,Field,Bug,Low,Rejected,3/2/2020,3/3/2020,"Sawayn, Laney"
14401,Design,Testing,Enhancement,Medium,Completed,3/3/2020,,"Kulas, Kelton"
14402,Requirements,Design,Inquiry,Critical,pendingReview,3/4/2020,3/15/2020,"Ondricka, Rosella"
14403,Testing,Field,Bug,High,Approved,3/5/2020,3/16/2020,"Mitchell, Ronny"
14404,Documentation,Field,Inquiry,Low,Completed,3/6/2020,,"Crist, Declan"
14405,Design,Testing,Bug,Medium,Approved,2/6/2020,,"Kessler, Aditya"
14406,Requirements,Coding,Inquiry,Major,Completed,2/7/2020,3/19/2020,"Bradtke, Elyssa"
14407,Requirements,Design,Enhancement,High,Completed,2/8/2020,3/10/2020,"Grimes, Belle"
14408,Testing,Field,Inquiry,Low,Completed,2/9/2020,,"Cummings, Mckenzie"
14409,Documentation,Field,Bug,Medium,Completed,2/10/2020,,"Corkery, Ronny"
14410,Design,Coding,Enhancement,Major,pendingReview,2/11/2020,3/13/2020,"Stracke, Nels"
14411,Requirements,Testing,Inquiry,Critical,inProgress,2/12/2020,3/7/2020,"Rath, Kyle"
14412,Requirements,Coding,Bug,High,Completed,2/13/2020,,"Mitchell, Ronny"
14413,Requirements,Design,Inquiry,Low,inProgress,2/14/2020,,"Lang, Emilio"
14414,Testing,Field,Bug,Medium,Rejected,2/15/2020,,"Baumbach, Ralph"
14415,Documentation,Field,Bug,Major,Completed,2/16/2020,4/6/2020,"Kihn, Kristofer"
14416,Design,Coding,Bug,High,pendingReview,2/17/2020,4/14/2020,"Farrell, Roel"
14417,Requirements,Testing,Bug,High,Approved,2/18/2020,,"Rolfson, Ariel"
14418,Testing,Field,Bug,Medium,inProgress,1/11/2020,,"Wehner, Eula"
14419,Documentation,Field,Bug,Major,Rejected,1/12/2020,2/15/2020,"Moore, Jules"
14420,Design,Coding,Bug,High,Completed,1/13/2020,,"Nikolaus, Korey"
14421,Coding,Testing,Bug,Low,pendingReview,1/14/2020,,"Nikolaus, Monserrat"
14422,Design,Coding,Bug,High,inProgress,1/15/2020,2/18/2020,"Deckow, Angelita"
14423,Coding,Testing,Bug,Low,Completed,1/16/2020,,"Quitzon, Tanya"
14424,Testing,Field,Bug,Medium,Completed,1/17/2020,,"Hills, Rossie"
14425,Design,Testing,Bug,Critical,Rejected,1/18/2020,,"Will, Donato"
14426,Requirements,Coding,Bug,Critical,Completed,1/19/2020,,"Flatley, Renee"
14427,Requirements,Design,Inquiry,Low,Rejected,1/20/2020,,"Becker, Celine"
14428,Testing,Field,Bug,Medium,pendingReview,1/21/2020,,"Will, Stacey"
14429,Documentation,Field,Inquiry,Major,Completed,1/22/2020,,"Spencer, Lavern"
14430,Design,Testing,Enhancement,High,Approved,3/2/2020,3/26/2020,"Rath, Evie"
14431,Requirements,Design,Inquiry,Low,Approved,3/3/2020,,"Reichert, Arne"
14432,Testing,Field,Bug,Medium,Rejected,2/27/2020,3/18/2020,"Sawayn, Laney"
14433,Documentation,Field,Enhancement,Major,Completed,2/28/2020,,"Nikolaus, Korey"
14434,Design,Testing,Bug,Critical,pendingReview,7/1/2020,,"Herzog, Valentine"
14435,Requirements,Coding,Bug,High,inProgress,7/2/2020,7/3/2020,"Deckow, Angelita"
14436,Requirements,Design,Inquiry,Low,Completed,7/3/2020,,"King, Dillan"
14437,Testing,Field,Bug,Medium,Completed,7/4/2020,7/5/2020,"Hoppe, Marcelo"
14438,Documentation,Field,Enhancement,Major,Approved,7/5/2020,7/6/2020,"Jerde, Sabryna"
14439,Design,Coding,Inquiry,Low,inProgress,7/6/2020,7/7/2020,"Ortiz, Leonor"
14440,Testing,Field,Bug,Medium,Rejected,7/7/2020,,"Feeney, Jameson"
14441,Documentation,Field,Enhancement,Major,Completed,7/8/2020,7/9/2020,"Hermann, Yasmine"
14442,Design,Coding,Inquiry,High,pendingReview,7/9/2020,7/10/2020,"King, Dillan"
14443,Coding,Testing,Bug,Low,inProgress,7/10/2020,,"Rau, Howard"
14444,Design,Coding,Inquiry,High,Completed,7/11/2020,7/12/2020,"Cole, Coy"
14445,Coding,Testing,Bug,Low,inProgress,7/12/2020,7/13/2020,"Hills, Rossie"
14446,Testing,Field,Enhancement,Medium,Completed,7/13/2020,7/14/2020,"Howell, Daija"
14447,Design,Testing,Inquiry,Critical,Completed,7/14/2020,,"Jerde, Sabryna"
14448,Testing,Field,Bug,Medium,Approved,7/15/2020,7/16/2020,"Zulauf, Bobby"
14449,Documentation,Field,Enhancement,Major,inProgress,7/16/2020,,"Kihn, Kristofer"
14450,Design,Coding,Inquiry,High,Rejected,7/17/2020,7/18/2020,"Nolan, Louvenia"
14451,Coding,Testing,Bug,Low,Completed,7/18/2020,7/19/2020,"Sawayn, Laney"
14452,Design,Coding,Inquiry,High,pendingReview,7/19/2020,,"Quitzon, Tanya"
14453,Testing,Field,Bug,Medium,Approved,7/20/2020,7/21/2020,"Kassulke, Hassan"
14454,Documentation,Field,Enhancement,Major,Rejected,7/21/2020,7/22/2020,"Sawayn, Laney"
14455,Design,Coding,Inquiry,High,Completed,2/28/2020,,"Sawayn, Laney"
14456,Coding,Testing,Bug,Low,pendingReview,11/1/2020,11/20/2020,"Ledner, Tiana"
14457,Design,Coding,Inquiry,High,Approved,11/2/2020,11/21/2020,"Moen, Christ"
14458,Coding,Testing,Bug,Low,inProgress,11/3/2020,,"Breitenberg, Abigail"
14459,Testing,Field,Enhancement,Medium,Rejected,11/4/2020,11/23/2020,"Frami, Willa"
14460,Design,Testing,Inquiry,Critical,Completed,11/5/2020,11/24/2020,"Fahey, Vivienne"
14461,Requirements,Coding,Bug,High,pendingReview,11/6/2020,11/25/2020,"Marks, Napoleon"
14462,Requirements,Design,Inquiry,Low,inProgress,11/7/2020,,"Grimes, Molly"
14463,Testing,Field,Bug,Medium,Completed,11/8/2020,11/27/2020,"Lakin, Uriel"
14464,Documentation,Field,Inquiry,Major,Completed,11/9/2020,11/28/2020,"Ratke, Chadd"
14465,Design,Testing,Enhancement,High,pendingReview,11/10/2020,,"Nitzsche, Elmer"
14466,Requirements,Design,Inquiry,Low,inProgress,11/11/2020,11/30/2020,"Lubowitz, Hal"
14467,Testing,Field,Bug,Medium,Completed,11/12/2020,12/1/2020,"Windler, Flavie"
14468,Documentation,Field,Enhancement,Major,Approved,11/13/2020,12/2/2020,"Marks, Napoleon"
14469,Design,Testing,Inquiry,Critical,inProgress,11/14/2020,,"Pfannerstill, Ian"
14470,Requirements,Coding,Bug,High,Rejected,11/15/2020,12/4/2020,"Toy, Brock"
14471,Requirements,Design,Inquiry,Low,Completed,11/16/2020,12/5/2020,"Williamson, Lura"
14472,Testing,Field,Bug,Medium,pendingReview,11/17/2020,12/6/2020,"Stroman, Scot"
14473,Documentation,Field,Enhancement,Major,Approved,11/18/2020,12/7/2020,"Breitenberg, Abigail"
14474,Design,Coding,Inquiry,High,Rejected,11/19/2020,,"Wolff, Waino"
14475,Requirements,Testing,Bug,High,Completed,11/20/2020,,"Rolfson, Pietro"
14476,Testing,Field,Bug,Medium,pendingReview,2/21/2020,3/15/2020,"Rempel, Evalyn"
14477,Documentation,Field,Enhancement,Major,Approved,2/22/2020,,"Block, Angus"
14478,Design,Coding,Inquiry,High,inProgress,2/23/2020,,"Schulist, Lauryn"
14479,Coding,Testing,Bug,Low,Rejected,2/24/2020,3/18/2020,"Hayes, Harvey"
14480,Design,Coding,Inquiry,High,Completed,2/25/2020,,"Spencer, Josiah"
14481,Coding,Testing,Bug,Low,pendingReview,3/4/2020,3/20/2020,"Reinger, Elnora"
14482,Testing,Field,Enhancement,Medium,inProgress,3/5/2020,3/21/2020,"Kerluke, Ben"
14483,Design,Testing,Inquiry,Critical,Completed,3/6/2020,3/22/2020,"Waelchi, Lou"
14484,Requirements,Coding,Bug,Critical,pendingReview,2/27/2020,3/23/2020,"Grimes, Clay"
14485,Requirements,Design,Inquiry,Low,inProgress,2/28/2020,,"Hettinger, Kasandra"
14486,Testing,Field,Bug,Medium,Completed,8/1/2020,,"Haley, Keeley"
14487,Documentation,Field,Inquiry,Major,inProgress,8/2/2020,8/26/2020,"O'Keefe, Noemi"
14488,Design,Testing,Enhancement,High,Completed,8/3/2020,,"Wehner, Micheal"
14489,Requirements,Design,Inquiry,Low,Completed,8/4/2020,8/28/2020,"Haley, Christine"
14490,Testing,Field,Bug,Low,Approved,8/5/2020,8/29/2020,"Watsica, Roel"
14491,Documentation,Field,Enhancement,Low,Completed,8/6/2020,,"Kovacek, Garrett"
14492,Design,Testing,Bug,Low,pendingReview,8/7/2020,8/31/2020,"Shanahan, Earl"
14493,Requirements,Coding,Bug,Low,inProgress,8/8/2020,9/1/2020,"Dare, Stella"
14494,Requirements,Design,Inquiry,Low,Completed,8/9/2020,,"Pouros, Kenyon"
14495,Testing,Field,Bug,Low,inProgress,8/10/2020,,"Gorczany, Jayson"
14496,Documentation,Field,Enhancement,Major,Completed,8/11/2020,9/4/2020,"Eichmann, Forest"
14497,Design,Coding,Inquiry,Low,Completed,8/12/2020,9/5/2020,"Wolf, Lawson"
14498,Testing,Field,Bug,Medium,Approved,8/13/2020,,"McLaughlin, Birdie"
14499,Documentation,Field,Enhancement,Major,Completed,8/14/2020,9/7/2020,"Haley, Keeley"
14500,Design,Coding,Inquiry,High,Completed,8/15/2020,9/8/2020,"Kerluke, Ben"
14501,Coding,Testing,Bug,Low,Approved,8/16/2020,9/9/2020,"Medhurst, Cristina"
14502,Design,Coding,Inquiry,High,inProgress,8/17/2020,,"Hayes, Harvey"
14503,Testing,Field,Enhancement,Medium,Rejected,8/18/2020,9/11/2020,"Schiller, Brant"
14504,Design,Testing,Inquiry,Critical,Completed,8/19/2020,,"Okuneva, Elenor"
14505,Testing,Field,Bug,Medium,pendingReview,8/20/2020,,"Reichert, Darren"
14506,Documentation,Field,Enhancement,Major,Approved,8/21/2020,9/14/2020,"Haley, Christine"
14507,Design,Coding,Inquiry,High,Rejected,8/22/2020,,"Rice, Erling"
14508,Coding,Testing,Bug,Low,Completed,8/23/2020,,"Kuphal, Trey"
14509,Design,Coding,Inquiry,High,pendingReview,8/24/2020,9/17/2020,"Reinger, Elnora"
14510,Coding,Testing,Bug,Low,Approved,8/25/2020,9/18/2020,"Hayes, Harvey"
14511,Testing,Field,Enhancement,Medium,inProgress,8/26/2020,,"Friesen, Rose"
14512,Design,Testing,Inquiry,Critical,Rejected,8/27/2020,,"Ziemann, Devon"
14513,Coding,Testing,Bug,Low,Completed,8/28/2020,9/21/2020,"Russel, Forest"
14514,Testing,Field,Enhancement,Medium,pendingReview,3/3/2020,,"Watsica, Roel"
14515,Design,Testing,Inquiry,Critical,inProgress,11/4/2020,11/15/2020,"Jacobs, Dock"
14516,Requirements,Coding,Bug,High,Completed,11/5/2020,11/16/2020,"Sporer, Richmond"
14517,Requirements,Design,Bug,Low,Completed,11/6/2020,,"Bruen, Yoshiko"
14518,Testing,Field,Bug,Medium,pendingReview,11/7/2020,,"Weber, Kyra"
14519,Documentation,Field,Bug,Major,inProgress,11/8/2020,11/19/2020,"Kub, Tara"
14520,Design,Testing,Bug,High,Completed,11/9/2020,11/20/2020,"Ankunding, Danyka"
14521,Requirements,Design,Bug,Low,inProgress,11/10/2020,,"Farrell, Elody"
14522,Testing,Field,Bug,Medium,Completed,11/11/2020,,"Schiller, Brant"
14523,Documentation,Field,Bug,Major,Completed,11/12/2020,11/23/2020,"Jones, Veda"
14524,Design,Testing,Bug,Critical,Approved,11/13/2020,11/24/2020,"Green, Imani"
14525,Requirements,Coding,Bug,High,inProgress,11/14/2020,,"Schneider, Dangelo"
